rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist
2822,Kepler-16 b,Kepler-16,b,2,1,Transit,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.0758307,51.757229,17.366,82.78543,72.41826,312.04155,228.776,8.449,0.754,105.833,0.333,Mass,0.964,,4450.0,0.65,0.69,-0.903,3.8,4.65,3.563,,,75.0852
2823,Kepler-160 b,Kepler-160,b,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.773573,42.8692755,14.73466,73.9027,64.39672,301.17921,4.309397,1.715,0.153,3.59,0.0113,M-R relationship,3.91,,5471.0,1.12,0.97,0.004,1.6,4.47,1.2,,,937.013
2824,Kepler-160 c,Kepler-160,c,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.773573,42.8692755,14.73466,73.9027,64.39672,301.17921,13.699429,3.76,0.335,13.6,0.0428,M-R relationship,1.41,,5471.0,1.12,0.97,0.004,1.6,4.47,1.2,,,937.013
2825,Kepler-160 d,Kepler-160,d,1,3,Transit Timing Variations,2020,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.773573,42.8692755,14.73466,73.9027,64.39672,301.17921,30.0,,,100.0,0.31463,Mass,,,5471.0,1.12,0.97,0.004,1.6,4.47,1.2,,,937.013
2826,Kepler-1600 b,Kepler-1600,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.3993802,38.7877563,10.52293,71.30223,59.70341,304.31622,386.370548,3.13,0.279,9.96,0.0313,M-R relationship,1.78,,5214.0,0.82,0.86,-0.339,4.68,4.55,2.68951,,,1030.81
2827,Kepler-1600 c,Kepler-1600,c,1,2,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.3993802,38.7877563,10.52293,71.30223,59.70341,304.31622,7.29804993,1.942,0.173,4.43,0.0139,M-R relationship,3.32,,5119.0,0.83,0.82,-0.339,4.68,4.51,1.80082,,,1030.81
2828,Kepler-1601 b,Kepler-1601,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.5129496,38.079839,14.40649,68.65619,60.17743,295.04502,2.20921951,0.82,0.073,0.477,0.0015,M-R relationship,4.75,,5869.0,1.07,1.04,0.085,4.27,4.4,0.54774,,,644.456
2829,Kepler-1602 b,Kepler-1602,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.5808607,40.4275396,9.76833,73.56095,60.74905,308.55104,11.17931605,1.34,0.12,2.36,0.00742,M-R relationship,5.39,,6296.0,1.36,1.22,0.201,2.51,4.25,1.21717,,,629.804
2830,Kepler-1603 b,Kepler-1603,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.3298254,42.5349698,9.5933,76.07194,62.27407,312.65694,2.27163926,1.29,0.115,2.21,0.00696,M-R relationship,5.66,,6241.0,1.31,1.21,0.706,2.82,4.28,0.30293,,,2712.58
2831,Kepler-1604 b,Kepler-1604,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.4106549,44.4122318,16.90627,74.6998,66.34727,298.23848,0.68368426,1.41,0.126,2.57,0.00809,M-R relationship,5.04,,4976.0,0.76,0.81,-0.527,4.17,4.59,3.06854,,,541.189
2832,Kepler-1605 b,Kepler-1605,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.1349405,47.4886251,16.93521,78.15062,68.93566,303.63635,85.7565495,1.08,0.096,1.28,0.00403,M-R relationship,5.58,,5280.0,0.82,0.86,0.429,4.68,4.55,2.95143,,,546.23
2833,Kepler-1606 b,Kepler-1606,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.3782987,43.0732287,15.75379,73.68234,64.87128,299.01603,196.435224,2.07,0.185,4.94,0.0155,M-R relationship,3.06,,5422.0,0.86,0.9,-0.171,4.27,4.53,1.19,,,831.287
2834,Kepler-1607 b,Kepler-1607,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.0598685,42.6560582,9.17825,76.43909,62.18762,313.82471,13.6473676,0.92,0.082,0.721,0.00227,M-R relationship,5.09,,6116.0,1.21,1.14,0.709,3.16,4.33,0.25152,,,1286.1
2835,Kepler-1608 b,Kepler-1608,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.563555,39.41757,7.95133,73.38461,59.29269,310.75392,16.4735686,1.73,0.154,3.64,0.0115,M-R relationship,3.86,,4992.0,0.72,0.75,-0.537,5.13,4.61,1.98837,,,832.0
2836,Kepler-1609 b,Kepler-1609,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.1465356,39.6658026,11.78036,71.67209,60.82122,302.94374,114.34219,2.22,0.198,5.56,0.0175,M-R relationship,2.79,,6132.0,1.27,1.18,0.484,3.02,4.29,0.22412,,,1826.04
2837,Kepler-161 b,Kepler-161,b,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.5164698,43.0838642,12.99462,74.95576,63.99998,305.72649,4.921355,2.12,0.189,12.1,0.038,Mass,6.98,,5078.0,0.81,0.86,-0.447,4.68,4.55,6.71333,,,434.632
2838,Kepler-161 c,Kepler-161,c,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.5164698,43.0838642,12.99462,74.95576,63.99998,305.72649,7.06424,2.05,0.183,11.8,0.037,Mass,7.53,,5078.0,0.81,0.86,-0.447,4.68,4.55,24.23054,,,434.632
2839,Kepler-1610 b,Kepler-1610,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9049795,45.4054296,10.58296,78.84084,64.76197,315.99908,8.70181574,1.61,0.144,3.22,0.0101,M-R relationship,4.24,,5383.0,0.87,0.91,-0.483,4.68,4.52,2.711,,,864.331
2840,Kepler-1610 c,Kepler-1610,c,1,2,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9049795,45.4054296,10.58296,78.84084,64.76197,315.99908,44.9851885,2.09,0.197,5.02,0.0158,M-R relationship,3.02,,5295.0,0.8,0.83,-0.483,4.68,4.55,2.49277,,,864.331
2841,Kepler-1611 b,Kepler-1611,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.5120204,49.7277506,12.24637,82.93231,68.45248,321.78208,5.1762429,0.81,0.072,0.457,0.00144,M-R relationship,4.73,,5605.0,0.93,0.94,-0.113,5.01,4.49,0.30556,,,908.444
2842,Kepler-1612 b,Kepler-1612,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.2503022,45.6550536,13.61034,77.57698,66.24329,308.96617,3.91795101,1.03,0.092,1.08,0.0034,M-R relationship,5.43,,5643.0,0.94,0.96,-0.188,4.57,4.48,1.72996,,,764.726
2843,Kepler-1613 b,Kepler-1613,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.8750066,43.4209318,13.56034,75.06765,64.46738,304.95168,1.5184299,2.08,0.186,4.98,0.0157,M-R relationship,3.04,,6005.0,1.12,1.08,0.638,3.55,4.37,0.35882,,,1508.33
2844,Kepler-1614 b,Kepler-1614,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.8713893,49.7758867,19.14605,79.84006,71.58471,301.64496,3.9466141,1.49,0.133,2.83,0.00889,M-R relationship,4.7,,5121.0,0.76,0.79,-0.271,5.5,4.58,1.34731,,,1191.19
2845,Kepler-1615 b,Kepler-1615,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.3592066,42.2273971,15.43982,72.86678,64.05821,298.47416,47.3126192,2.06,0.184,4.9,0.0154,M-R relationship,3.08,,5865.0,1.05,1.04,0.389,3.89,4.42,0.01114,,,1393.83
2846,Kepler-1616 b,Kepler-1616,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.5436691,45.3048716,16.49419,75.87728,66.98305,300.81044,6.76284377,1.02,0.091,1.04,0.00328,M-R relationship,5.39,,6266.0,1.34,1.21,0.638,2.75,4.26,0.28392,,,1137.81
2847,Kepler-1617 b,Kepler-1617,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.9371747,46.4184781,16.02217,77.3352,67.74569,304.09795,27.4785572,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,6167.0,1.22,1.15,0.341,3.02,4.32,0.30973,,,898.31
2848,Kepler-1618 b,Kepler-1618,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.1753619,45.9308594,11.27915,79.07164,65.44954,315.40532,6.10826019,1.26,0.112,2.13,0.00669,M-R relationship,5.85,,6620.0,1.65,1.41,0.69,1.78,4.15,0.77868,,,1229.25
2849,Kepler-1619 b,Kepler-1619,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.703595,44.4221528,16.71563,74.79049,66.30124,298.74737,23.6225913,0.76,0.068,0.363,0.00114,M-R relationship,4.54,,5852.0,1.0,1.0,0.326,4.27,4.44,0.44411,,,734.85
2850,Kepler-162 b,Kepler-162,b,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.2789115,43.7239693,8.91719,77.82088,62.82858,316.49534,6.919798,1.26,0.112,2.13,0.00669,M-R relationship,5.85,,5816.0,0.96,0.95,0.155,3.02,4.44,1.64288,,,855.641
2851,Kepler-162 c,Kepler-162,c,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.2789115,43.7239693,8.91719,77.82088,62.82858,316.49534,19.446355,3.03,0.27,9.43,0.0297,M-R relationship,1.86,,5816.0,0.96,0.95,0.155,3.02,4.44,0.93116,,,855.641
2852,Kepler-1620 b,Kepler-1620,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.2709026,46.9284743,10.47638,80.66117,65.73786,319.59643,101.951829,1.61,0.144,3.22,0.0101,M-R relationship,4.24,,6157.0,1.23,1.15,0.293,3.02,4.31,4.11039,,,895.069
2853,Kepler-1621 b,Kepler-1621,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.5885341,43.8411937,8.77976,78.03515,62.84621,317.04689,92.263714,2.16,0.193,5.31,0.0167,M-R relationship,2.9,,6158.0,1.24,1.15,0.478,2.69,4.31,0.81792,,,1631.66
2854,Kepler-1622 b,Kepler-1622,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.3288329,47.815459,10.86809,81.47197,66.51191,320.67107,10.8118737,1.47,0.131,2.76,0.00869,M-R relationship,4.77,,6436.0,1.5,1.31,0.373,2.19,4.2,0.82231,,,796.477
2855,Kepler-1623 b,Kepler-1623,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.082697,39.5560655,9.02309,72.95966,59.8,308.71482,4.36128348,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,5772.0,1.0,1.0,-0.172,4.27,4.44,3.20972,,,837.481
2856,Kepler-1624 b,Kepler-1624,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.5798564,37.3762616,9.05558,70.4517,58.08397,305.24692,3.29030452,5.7,0.509,27.6,0.0867,M-R relationship,0.819,,3636.0,0.47,0.5,-1.323,4.47,4.78,4.32842,,,258.979
